a,total_energy,error
3.138799999999999812e+00,6.907809925199439931e+02,4.297931530666142252e-02
3.303999999999999826e+00,-3.624502603546746968e+02,6.113497242417935407e-02
3.469199999999999839e+00,-7.161013241311945876e+02,6.328306075011287668e-02
3.634400000000000297e+00,-7.800054842901531629e+02,1.069225347465085074e-01
3.799599999999999422e+00,-7.206867405359928398e+02,8.643503674929389757e-02
3.964799999999999436e+00,-6.280503440857269197e+02,2.904084949586574135e-02
