order,staggered_order,susceptibility,specific_heat,cumulant_list,T,order_std,staggered_order_std,susceptibility_std,specific_heat_std,J,B,k_B
0.00028125,0.9990312500000007,0.0016793749999999999,0.03046499999931395,0.9270216962524654,50,6.91748238161833e-05,0.00012846752994435023,0.00017748250353908127,0.004108368289238132,-6.903245000000001e-22,0,1.380649e-23
0.00078125,0.9865312500000002,0.020124375000000007,0.17941777777754797,0.9229814070515963,75,0.0001939011507186071,0.0004109107643394316,0.0010081304052861914,0.006204815573108241,-6.903245000000001e-22,0,1.380649e-23
0.0020312499999999996,0.95628125,0.045298125000000015,0.4645115740739524,0.9223977938606323,90,0.00044249382057832173,0.0015783261010481866,0.0035402046915132624,0.03244889048482152,-6.903245000000001e-22,0,1.380649e-23
0.0029687499999999996,0.8287812499999999,0.08723312500000005,0.7581531249999397,0.9068446633378064,100,0.0007809374374749872,0.07398209572782627,0.0036169958021557763,0.03930820777690769,-6.903245000000001e-22,0,1.380649e-23
0.00271875,0.61821875,0.10139687500000003,0.84678344671198,0.8878547287621011,105,0.0007044085506650241,0.09098946163653378,0.006716288807932725,0.0336384895198983,-6.903245000000001e-22,0,1.380649e-23
0.0031562499999999993,0.40184375,0.12046687500000001,1.150791838842948,0.9307002890085132,110,0.0007213945912259113,0.05503838238135502,0.006059361690934319,0.057875186450247404,-6.903245000000001e-22,0,1.380649e-23
0.004718749999999999,0.33334374999999994,0.14627937499999993,1.2515413305662093,0.9334148805455247,113,0.0009747295297927522,0.06710201029146778,0.006113094043858827,0.020349151015437807,-6.903245000000001e-22,0,1.380649e-23
0.00415625,0.28615625,0.15724562499999994,1.104902646502819,0.92260842040325,115,0.0011431265377244986,0.05720261156215903,0.004725633311558613,0.047927668042092066,-6.903245000000001e-22,0,1.380649e-23
0.005,0.21481249999999993,0.1635187499999999,1.2172812499999852,0.9242786910747358,120,0.0008893905919223566,0.048414212143749705,0.0066362813146746405,0.032159333537267326,-6.903245000000001e-22,0,1.380649e-23
0.003593750000000001,0.08215625000000001,0.21223187499999985,1.1657003999999986,0.9328857166583222,125,0.0007696006472515468,0.010302879034825655,0.009958746958155044,0.0294262741940602,-6.903245000000001e-22,0,1.380649e-23
0.0034374999999999987,0.04731249999999999,0.24209624999999976,0.8422229080932772,0.8214416961004745,135,0.0010986497394529337,0.012869021670274707,0.008823503024592878,0.036979790446740705,-6.903245000000001e-22,0,1.380649e-23
0.0075625000000000015,0.03299999999999999,0.2903074999999998,0.45873444444444555,0.8859864931609895,150,0.002221081521466514,0.008152980666602862,0.014199632774741034,0.02795841343257279,-6.903245000000001e-22,0,1.380649e-23
0.005187500000000001,0.025999999999999995,0.3659487499999998,0.29051795918367473,0.8839619472485609,175,0.0012984365598672893,0.005211503202052167,0.010067238744437327,0.012010679333790615,-6.903245000000001e-22,0,1.380649e-23
0.0074687500000000006,0.01978125,0.4091931249999997,0.16182609375000095,0.931933917701846,200,0.0015558922781638835,0.003195165415318899,0.01906391079717937,0.007240244042261489,-6.903245000000001e-22,0,1.380649e-23
0.005812499999999998,0.0115,0.5277337499999997,0.06432486111111131,0.9392482653848041,300,0.0011551515052147918,0.0026523132592135494,0.02427169122017455,0.002321448719862385,-6.903245000000001e-22,0,1.380649e-23
