order,staggered_order,susceptibility,specific_heat,cumulant_list,T,order_std,staggered_order_std,susceptibility_std,specific_heat_std,J,B,k_B
0.9992500000000006,0.00031249999999999995,0.0016999999999645632,0.023809999999308478,0.9666666374710865,50,0.0001479019945775018,4.419417382415922e-05,0.0004864572180582729,0.004899519364177887,6.903245000000001e-22,0,1.380649e-23
0.9855000000000003,0.0013750000000000001,0.04739375000002376,0.207117777777527,0.9666655390399582,75,0.0009059266664581709,0.00025078003309673594,0.007384443001169671,0.015398231195521602,6.903245000000001e-22,0,1.380649e-23
0.9523124999999999,0.00275,0.21786375000005184,0.46413966049369726,0.9666612551339423,90,0.0019137659209004882,0.0005445037878656126,0.031063073571168578,0.030641157143314807,6.903245000000001e-22,0,1.380649e-23
0.859875,0.002875,5.142230000000036,0.7129393749999311,0.9645240950483235,100,0.04529424632334661,0.0008182488924526572,3.8864828890438066,0.04726592674738313,6.903245000000001e-22,0,1.380649e-23
0.5698125,0.0014375,23.36411125000001,0.8201082766439558,0.9508268650260889,105,0.09465988871348832,0.0004079292218020179,5.930601988631241,0.028096523372569574,6.903245000000001e-22,0,1.380649e-23
0.3819687500000001,0.0044062500000000004,31.990849375,1.0289731404958462,0.9256400228708165,110,0.085576903120271,0.0011829270502655696,5.052098341582813,0.020035983926267972,6.903245000000001e-22,0,1.380649e-23
0.324125,0.0041875,31.2888625,1.065358974860977,0.9160836682961856,113,0.08207621743690434,0.0007344747272711294,3.7654710221321825,0.039407663206442664,6.903245000000001e-22,0,1.380649e-23
0.31215624999999997,0.00390625,32.666243125,1.1334177693761733,0.945251824637761,115,0.04787372407731876,0.0004965702681897094,1.8676518418092884,0.04559110581061569,6.903245000000001e-22,0,1.380649e-23
0.22531249999999997,0.00525,29.215625,1.183058159722212,0.9228573072070583,120,0.04679357511320332,0.001125694230241943,1.618091518742547,0.047359857820226677,6.903245000000001e-22,0,1.380649e-23
0.08990625000000001,0.00371875,28.287285625000003,1.1268784000000005,0.930987485583316,125,0.018559714121754414,0.0008378847064184905,0.8163294564835315,0.03596679333919096,6.903245000000001e-22,0,1.380649e-23
0.06506250000000001,0.004187499999999999,17.81728,0.8098967764060356,0.9369205266206644,135,0.014054845138776875,0.0007858613904499953,0.6679379454141399,0.03983156674971307,6.903245000000001e-22,0,1.380649e-23
0.025281249999999998,0.00565625,10.135508124999998,0.4725786111111125,0.9331982931514359,150,0.004824953448609633,0.0009493521639781522,0.4943451907361345,0.016407457381440206,6.903245000000001e-22,0,1.380649e-23
0.02878125,0.00396875,5.850450624999999,0.24250693877551083,0.9250707717426295,175,0.0063856299243888245,0.0009089936915347653,0.17163425455167095,0.012754732511218678,6.903245000000001e-22,0,1.380649e-23
0.023468749999999993,0.00671875,3.924609375,0.1631539062500009,0.9203261306343844,200,0.004913797936041933,0.0011450044350350792,0.1300311931183786,0.007244895321212792,6.903245000000001e-22,0,1.380649e-23
0.015218750000000003,0.00596875,2.362193125,0.0613066666666669,0.8612975857746056,300,0.00362743721947741,0.0012259004981033331,0.08700703398940121,0.0033232344083543456,6.903245000000001e-22,0,1.380649e-23
