x,y,z,vx,vy,vz
7.812312283345012043e-01,4.949675007068679022e+00,1.474301255109745190e+00,1.995920693979151839e+00,8.824630271285416327e-01,1.634590199042907255e+00
8.554575197269254083e-01,9.018536879543339602e-01,4.168525047513015558e+00,-1.229385285492885949e+00,2.116863476228516117e+00,-1.845710232594044653e+00
2.499827355012763430e+00,2.059382257910589598e+00,1.387236958774928253e+00,-2.347400561245366890e-01,-1.822092846633779351e+00,-1.488186641960127510e+00
2.490466929780406513e+00,3.923417020578683800e+00,4.082115138314040159e+00,3.825959659023772663e-02,-1.989795112308391234e+00,1.420306299597486444e+00
8.541696901778994544e-01,5.107165273178104314e+00,7.015553890917456847e+00,2.093246281647347107e-02,-1.356520212210513110e+00,9.325905282058879475e-01
8.604931307223208092e-01,9.868031764837363884e-01,9.886791777679160731e+00,2.363279878267128264e-01,3.181499296946727062e-02,2.641326600653061130e-01
2.519817310533313481e+00,2.043511700530091346e+00,6.962628374869968439e+00,5.563626158761729723e-01,7.231807364995651577e-01,-5.435551221952250600e-01
2.501649478285411288e+00,3.904780872398662339e+00,9.837930845905423993e+00,-1.290808680606713166e-01,2.480507556474952635e-01,3.530734052126126565e-01
9.369127283949488794e-01,5.064584541573165843e+00,1.264947022068269966e+01,-7.177192503931189016e-01,-8.570905737447825912e-01,-1.446498336280368724e+00
9.188825191191621888e-01,1.110233588054825971e+00,1.556490450382526625e+01,-1.025228613477674050e-01,-1.146909384080314898e-01,-1.105194152934913188e+00
2.574646941545697398e+00,1.989819313957055025e+00,1.267224719591841087e+01,-6.139181856814495131e-01,6.115379806091616466e-01,1.594622896521150635e+00
2.640599597559026179e+00,4.059357076441427736e+00,1.567011261979636139e+01,2.107153763532020552e+00,-5.522911590555513728e-01,-2.146390616291521392e-02
7.367092081974804252e-01,5.042336324538463366e+00,1.834047115376900550e+01,-5.727770593971023283e-01,2.276527903396676489e-01,-2.124159915534038046e+00
8.721264779380614174e-01,1.072205786459469179e+00,2.124270527491315619e+01,7.209961242121623592e-02,-2.227425998008585872e-01,3.144764596108331034e+00
2.656494049847744066e+00,2.107173463318610107e+00,1.845212143203534794e+01,-2.164993997706667339e-01,3.514666763247210612e-01,6.093672675110820558e-01
2.518154677264593300e+00,4.043869655305600830e+00,2.122832315861954910e+01,7.969475577673672539e-01,-1.375871163368234784e+00,-1.466749162550581853e-01
9.534844624075613506e-01,5.014709512469168295e+00,2.410167151688751730e+01,9.576478169119800876e-01,-1.499573217925599611e+00,2.397707373566649647e+00
8.606076948324169473e-01,1.005964488634759846e+00,2.690705472171883628e+01,-2.427890649508879228e+00,2.007789243980844685e+00,-3.723711373049180817e-02
2.723282405595627065e+00,2.019209332483804964e+00,2.408453670429977578e+01,-1.847739446553474940e-01,-3.646195913522046750e-01,-3.795487691536641450e-01
2.586756094587855603e+00,3.911509651179636560e+00,2.693129073800867346e+01,1.090240220815566902e-01,1.715956445847304668e+00,4.957556332898868656e-02
1.012168271061292923e+00,1.107486670030928266e+01,1.366379615573375839e+00,-1.174312464360358632e+00,-2.243200818712410172e+00,-7.599497241455963614e-01
9.102898781860341293e-01,6.999843482519438886e+00,4.296927373974734010e+00,4.418441441271058201e-01,-1.331367485139552276e+00,2.238912717422989473e-01
2.714109062269364436e+00,7.978400847296560627e+00,1.434328402986328577e+00,-3.435153559476101237e-01,1.546204554374011719e+00,1.275977718609598188e+00
2.735237334529269759e+00,9.971517663652658570e+00,4.215236551945874766e+00,1.184448366435412181e+00,-4.280869898058750622e-01,-2.340654302490310812e+00
8.004312811016172091e-01,1.095716168723386907e+01,7.122877115089608857e+00,-1.683541882109486909e-01,1.370679645807016511e+00,-7.774431420343862476e-01
7.274623457341400368e-01,7.032235334150879424e+00,9.900151333058071046e+00,9.173256444547198685e-01,6.299895992172968584e-02,-3.372131406410846521e-01
2.534050260612781713e+00,8.122279428074156371e+00,6.995337145335760454e+00,1.257690327187781731e+00,1.847509267398191324e-01,-2.505514350031434190e-01
2.614193938241108572e+00,1.003923266225570465e+01,9.905236455660007877e+00,3.201412198728522118e-01,1.859651537902147433e+00,-1.288620189814229988e+00
9.316991170258943633e-01,1.102442407106566691e+01,1.262356416644715829e+01,8.400938978170446880e-01,4.586381820254966657e-01,-1.455594513570991122e+00
8.700373333630452288e-01,6.995342084386924952e+00,1.544950375916390151e+01,-1.176879728257667623e-01,1.591930516407911722e-01,5.920250479531434795e-01
2.638766484640636900e+00,7.940930547573944231e+00,1.265580677574101287e+01,-5.297775681912648693e-01,-1.931991500358351210e+00,-5.707452453986276708e-02
2.712162104490698500e+00,9.957090748390434953e+00,1.553955753091933900e+01,5.715480580724019433e-02,-1.476717213964064523e+00,8.296440930416059123e-01
7.519797080958433577e-01,1.091803963125452803e+01,1.842059597148417183e+01,1.988067928424070763e+00,2.541717717683799282e+00,-2.820562794937442330e+00
8.184240907209293647e-01,7.057283822731832856e+00,2.104559872279255472e+01,-1.438743875363957425e+00,-1.268698749210466881e+00,-1.394524353731576127e+00
2.476949965863147973e+00,8.052539097776019617e+00,1.828236364700871874e+01,6.763819928933835213e-01,-7.130322418096688430e-01,-4.292201002528051035e-01
2.493509443114354962e+00,9.825487853217474310e+00,2.124121305669741133e+01,1.758234457086300662e+00,8.848421300084744479e-01,7.462008257017258561e-01
9.809310955507867247e-01,1.101297043694535738e+01,2.399888333706873311e+01,-1.402873781295403743e+00,-1.219760558808691053e+00,1.241438928404557052e+00
8.861477335791815291e-01,7.046480818356218201e+00,2.690238433941301821e+01,1.449991895444495693e-01,-1.570723780745331588e+00,2.512675269363701461e-02
2.584894878376219562e+00,8.017399393051288570e+00,2.408760862792753699e+01,-5.198684542420783927e-01,-9.822060487082776570e-01,-9.555085450077418496e-01
2.571814334864641616e+00,9.946033717367878779e+00,2.688086871876940620e+01,-1.454332380626837118e-01,-1.203141661678741370e+00,-6.910151521499344196e-02
9.560800944882946739e-01,1.701267925402298076e+01,1.418462772854825582e+00,2.708433671199898196e+00,-1.224478133666356161e+00,-4.657437328435151125e-01
8.469878409071441849e-01,1.295853992279654321e+01,4.243504754498077958e+00,1.434134933631552533e+00,-6.724820302544896045e-01,-3.916919199274956909e-01
2.604354231228119598e+00,1.419755723550078486e+01,1.504864778133251590e+00,-2.726413736173204372e-01,7.807353202642409729e-01,-4.063403720833404509e-01
2.637554929884299959e+00,1.610304682764791906e+01,4.229806913588816109e+00,-1.850240634128339501e+00,5.665924076122447195e-01,-1.396622007954390510e+00
8.279278471165506526e-01,1.709572684863275072e+01,7.173294766707822845e+00,-2.286165830421156286e+00,-1.187366345169036608e+00,5.797150816267744311e-01
9.149165185829620794e-01,1.316421120987132198e+01,9.921256436593791861e+00,-3.860987142220881352e-01,-1.242772193920278045e+00,-1.058050856029303377e+00
2.562364043155909599e+00,1.412862915325040092e+01,7.009556046865734302e+00,-5.560842615887526819e-01,2.644929675060480267e+00,-1.228248591005132839e+00
2.632764030164369107e+00,1.603667834742610054e+01,1.009801398861233857e+01,3.850751881873518689e-01,1.867752194996456228e-01,1.252245278842816889e+00
8.236267314536227513e-01,1.703383783244641592e+01,1.270130937635535595e+01,2.285356834376258472e+00,-5.595739791812371910e-01,-1.094029847132948374e+00
1.049581561995037049e+00,1.292979754223247824e+01,1.563674490461606226e+01,2.002870145010994918e+00,-1.205153233895299048e+00,-1.578817819998465932e+00
2.580589955580206762e+00,1.400164037127642835e+01,1.282674413575730732e+01,1.787274046624625079e+00,1.204505536094502005e-01,5.730522373047570728e-01
2.605431894476119670e+00,1.604766651614691853e+01,1.547508820371941596e+01,1.990747893841263494e+00,4.902225115641698494e-01,-2.904064821775052874e+00
9.083315670173898182e-01,1.695456352304762504e+01,1.839451775339812301e+01,8.947820864513754691e-01,2.541793584351803581e+00,-2.372759598897629107e+00
7.767509774501563102e-01,1.281966791308778930e+01,2.129367082013037304e+01,-8.578931213329358263e-01,3.718699959127702015e-01,7.635149808492677770e-02
2.644682266564744477e+00,1.399285387050169227e+01,1.847950579379940805e+01,-1.108856910363921200e+00,1.232782273610624063e-01,-4.072184254388244162e-01
2.594581226370610061e+00,1.586403051080815096e+01,2.127524825708408684e+01,2.837993733141801922e+00,7.322938964406795481e-01,8.853597390348252327e-01
7.391818642919615323e-01,1.696321772084236201e+01,2.415039776002408800e+01,1.156426116541688698e+00,-3.092026006214307454e+00,-1.877515499491191786e+00
7.973800020435647395e-01,1.296153569602078370e+01,2.689130025023198556e+01,-3.713177662479811847e-01,1.468334097465687993e+00,-2.299410780466268900e+00
2.645024873340261706e+00,1.397132414693949798e+01,2.414391092099008418e+01,-3.075989156262863844e-01,1.383526176811310293e+00,-1.400450829573252731e+00
2.545418513316056064e+00,1.602440513311711001e+01,2.695744087873344697e+01,-2.676649678763928231e-01,-1.839482339418756718e+00,-4.159939134784214620e-01
9.423942584941955580e-01,2.300146519213857488e+01,1.255549294710996522e+00,8.625538714109982630e-01,-8.880644800093659419e-02,9.779872362617821890e-01
9.250215160382201374e-01,1.910024236539691600e+01,4.309840545378608390e+00,1.877471247412457300e+00,1.503318135224912533e+00,-2.933033877460305971e-02
2.679724179503937709e+00,2.015801041633183388e+01,1.225248403085606785e+00,3.090902985229016409e+00,-2.646664500382098217e-02,-1.965514577155049292e+00
2.559296241567447172e+00,2.214897200063630578e+01,3.995121538481710477e+00,-9.737459342054655131e-01,1.480819969506967038e+00,-1.073183392928466429e+00
7.667800299997136193e-01,2.307095575626207307e+01,6.982744771694084918e+00,1.967267561854034730e-01,-7.749447349818217035e-01,-3.288946198856750880e-01
9.438896744038227649e-01,1.909222094017393445e+01,9.929018974754580285e+00,-2.522255289274524803e-01,1.290099419897309030e+00,3.365892121108669865e+00
