x,y,z,vx,vy,vz
9.285337891872615934e-01,4.664313367087168594e+00,1.399477134895983355e+00,8.745434433494585491e-01,9.908872092440755841e-01,1.019243055061652026e+00
8.991508284540855600e-01,8.971706477378502687e-01,4.124672071859054157e+00,-1.092308755877923421e+00,-2.288775933093858850e+00,-4.865319212294516582e-02
2.587429030630528981e+00,1.946218091488655766e+00,1.396043991951415597e+00,-5.793201743936571280e-01,1.867199517972522926e+00,-1.119879440489285782e+00
2.488477266888880823e+00,3.753092999902851279e+00,4.102196391319827384e+00,-8.293659009219251921e-01,1.140062630967347390e+00,1.966145778814469391e+00
8.328756981796902048e-01,4.723885989636945837e+00,6.787317131920482360e+00,7.100038735025931969e-01,1.507600240805552216e+00,-4.424327222491767908e-01
8.088035088500640235e-01,9.437209504606327570e-01,9.444375021694311201e+00,3.683176151069934567e-01,7.516491043452755427e-02,-1.535457228318949818e+00
2.519146768195012154e+00,1.760466523686036400e+00,6.742983561384835234e+00,-4.634965221616683118e-01,8.816945186418819747e-01,-1.933662373421054737e+00
2.451970276230315715e+00,3.792239350707732104e+00,9.418897722260718197e+00,-6.031070022412550191e-01,-2.095587197319038752e-01,2.119143709022341060e+00
8.629678496249412190e-01,4.775175245240431465e+00,1.205358285999581547e+01,-1.313512593110605087e-01,-1.004050106740493886e+00,2.768041331890920720e+00
8.285673429015562030e-01,9.122723158878159877e-01,1.478463588910079096e+01,3.019522788960449233e-01,1.548657888768840696e+00,2.064050833476553937e+00
2.489714785753459392e+00,1.915925553597514153e+00,1.213164826119530737e+01,-1.597164965318947027e+00,5.630433511685399850e-01,-1.658300030646089884e-01
2.490161010278790776e+00,3.859726961357763386e+00,1.477456472764187723e+01,-5.850036844882944287e-01,-6.925715967534098461e-01,2.272801605374064948e+00
8.896197157211562789e-01,4.761447625914954962e+00,1.742868363777559182e+01,-3.073574090414377680e-01,-1.921346242571763396e-01,4.984955629585627324e-01
8.464718482622756168e-01,9.433064287315064966e-01,2.016383323157427654e+01,-2.758791146298139596e-01,9.024169672599462455e-01,-7.895426418509250699e-02
2.511741523923996411e+00,1.904732712152245488e+00,1.745489085929781226e+01,7.056598085620422456e-01,-2.186978127132923611e+00,8.499531489870532086e-01
2.550381277434381921e+00,3.810444064730016844e+00,2.022777096467333635e+01,-2.232173559369447502e-01,1.213386953124073742e+00,4.615487461572906902e+00
8.803951944228957105e-01,4.790815088220592877e+00,2.292273547957185542e+01,7.732885254816539433e-01,-1.135713577057334778e+00,-6.336797823318480738e-01
7.762581942087377618e-01,9.500515734876928686e-01,2.576815981414021905e+01,7.012149427411543678e-01,1.939463543096526521e-01,-1.220081820338551060e+00
2.526313124894017381e+00,1.952022205055359949e+00,2.294441930575374755e+01,-1.244525707846401374e+00,5.720386278159371729e-01,-3.160145258847613797e-02
2.535141458893862776e+00,3.842016562280884173e+00,2.566417693061412209e+01,-1.987496363901854579e+00,1.417436197302492040e+00,4.024684241679762353e-01
7.980943849168603554e-01,1.050314366625206830e+01,1.246309073314718185e+00,1.030883591585876280e+00,-1.160629515199929074e+00,9.518430982543577556e-01
8.817389386080118907e-01,6.713186955969876024e+00,4.064349673598036894e+00,1.800876601541939737e+00,8.966103558104296933e-01,-6.347663079865495384e-01
2.541475085654508081e+00,7.523007168478875961e+00,1.261257076175841263e+00,-9.963354123614651670e-01,-2.349245234345852751e+00,-2.183861298810931828e+00
2.479572530110418338e+00,9.580766085763988471e+00,3.915234926008880567e+00,8.229125539079752416e-01,3.089803679216612808e-02,1.550348671752655783e+00
7.966528132991688160e-01,1.049489845553212319e+01,6.713401477797955152e+00,-1.078963689650437985e+00,-1.916215456072503542e+00,8.234768541069347192e-01
7.945613935674955552e-01,6.603517535787310599e+00,9.402203532911938666e+00,-2.961700123976894194e-01,-8.544751673261217206e-01,-3.327368182997166857e-01
2.493642697587688861e+00,7.632513554580951265e+00,6.771781194689572736e+00,-1.339066329053411497e+00,4.840006426175216814e-01,-3.435633508557002003e+00
2.455257602003019457e+00,9.475978130839189717e+00,9.486023942572833434e+00,3.529886283503286037e+00,7.828896739281719919e-01,-3.482255680360946681e-01
7.810139863037569574e-01,1.049374968112279483e+01,1.206622723503648231e+01,-1.620856627695576702e+00,-1.590887836318360282e+00,3.999730876687908609e-01
8.305247663636931010e-01,6.660651833406499023e+00,1.479338742999545886e+01,1.150479412094624010e+00,-7.101673546546435345e-01,-1.432682032339585909e+00
2.531158975575031445e+00,7.567338764964079978e+00,1.212252161412182794e+01,-5.989824067006515040e-01,1.096133826051857829e+00,-1.698301422841404174e+00
2.398082825969599430e+00,9.494286888765151033e+00,1.477738461838151096e+01,-6.038918709518964478e-01,-3.834137960322954730e-01,-2.193330907788391571e+00
8.114097952564651717e-01,1.050802222316405476e+01,1.751108525958950324e+01,1.917856595266841824e+00,9.950156778709736694e-01,2.913803909203215303e-01
8.850560746698526993e-01,6.621485818645052035e+00,2.013540231988887896e+01,-1.187044771243860986e+00,1.334734477381329110e-01,-1.433882462707440020e+00
2.530463845904940445e+00,7.566587623689668085e+00,1.746253829095641308e+01,-9.122621675212794212e-01,-1.630105668127064256e-01,2.993574962708041576e-01
2.440348057841092100e+00,9.527674254707591217e+00,2.011531120993597810e+01,-8.354528324787143800e-01,1.974325672625057981e+00,7.156017144318125300e-01
7.797695441008593020e-01,1.042422329578491258e+01,2.286574476684988966e+01,-2.203581649513081331e+00,2.531733020730329020e+00,-2.629479123398756002e+00
8.350499215017171961e-01,6.725823962568863834e+00,2.564538308309641934e+01,6.141442174132437648e-01,1.954634967314400562e+00,6.298156608136399326e-01
2.471025778588588295e+00,7.668512681207881876e+00,2.296980070556711340e+01,7.344608620266283028e-01,8.059884847249265682e-01,1.463441500767328207e-01
2.442125989956513088e+00,9.577774689951560561e+00,2.566648401522391865e+01,-1.279949547018187195e+00,1.807659161833996997e+00,-7.500340268413788758e-01
9.121561636234347681e-01,1.620192352098680999e+01,1.329103364261306597e+00,-5.871294170720987859e-02,-2.231127039619816621e+00,-3.762287018345374934e-01
8.713020905206468880e-01,1.247191105046738535e+01,3.938824732878856594e+00,-6.477288270580149332e-01,2.368821889097694644e+00,7.298303329781056226e-01
2.603318091736494200e+00,1.338478375901460460e+01,1.345601979598195719e+00,3.660289714403210382e-01,-5.877352852499501124e-01,-5.463326367123620964e-01
2.497551995225244958e+00,1.525063016754207901e+01,4.069714768514944403e+00,1.140520026721721480e+00,-2.967917273903315056e+00,1.346302419215264390e+00
9.228918100470103747e-01,1.620797013475106496e+01,6.738844654929922129e+00,1.020500715075061543e-01,-9.849951549750028956e-01,-1.032099360049011649e-02
8.747193987057557685e-01,1.239402519872674446e+01,9.353607369668681670e+00,-5.887427208268909418e-01,8.546724958936415817e-01,-1.894850196263348163e+00
2.521986944371592543e+00,1.329526020868765457e+01,6.753747296005203182e+00,6.336983606914560196e-01,1.270294462329942586e+00,-8.944517076861373539e-01
2.503542559147537538e+00,1.522508273638984200e+01,9.411419079686455191e+00,-9.035206589137578792e-01,-1.815537808386766594e+00,3.154402763219291694e-01
8.603930034191452636e-01,1.616614747806033492e+01,1.207278094776934196e+01,4.703763564766330063e-01,-1.794500044577421072e+00,-1.149021389153253025e+00
7.873355148953438132e-01,1.238252317465932784e+01,1.486188272416095479e+01,-1.363277303673769980e+00,1.550729153275767436e+00,-1.725461289300264767e+00
2.416814293137829583e+00,1.322077544285549067e+01,1.214922830383327224e+01,-6.458373732786720778e-01,-2.498744231425659712e-01,-1.148127167450214481e+00
2.423342542559230761e+00,1.523943858189007194e+01,1.478665889950827683e+01,1.088685942325598122e+00,-1.161437182895212139e+00,-5.502122972420311342e-01
8.595174998047786508e-01,1.623045927356154294e+01,1.750134395121351005e+01,2.341650863331588006e+00,-1.448140364255862345e+00,-8.926919415190366358e-01
8.009248160269899497e-01,1.239152435484189496e+01,2.018362438366202838e+01,-5.702551804585145323e-01,-1.122946388271544471e+00,7.319480358019978539e-01
2.454413019541594299e+00,1.337762277084520512e+01,1.749361302203637436e+01,-1.357320952179846829e-01,1.061089122911945237e+00,9.736423386984571771e-02
2.419261002091376067e+00,1.525378609047699108e+01,2.026000924651514268e+01,-3.787708928048946877e+00,1.003018120146459413e+00,9.668796648645799907e-01
9.712105956969740994e-01,1.613891562963057424e+01,2.292568096075471118e+01,6.304576751621823183e-01,-4.123826521821109536e-01,9.466323031164500801e-01
9.391176768312395895e-01,1.237860361604128734e+01,2.565719034557394806e+01,-4.734842323473256176e-01,-2.023459989605529419e-01,1.380643195395829581e+00
2.538116192729045206e+00,1.327348310403469256e+01,2.290637320838253643e+01,-4.366062831773059316e-01,2.932229393812724183e-02,-7.692764552217195018e-01
2.519480276857689827e+00,1.525059213115141254e+01,2.560327120743908935e+01,-1.292047721144471861e+00,2.968913615527304373e-01,-2.365717942530569662e-01
8.454353209295855098e-01,2.190112463363098882e+01,1.388225168926558117e+00,1.907112678573023246e+00,1.533905590638438898e+00,6.840152298309154499e-01
8.332208250337399535e-01,1.815076537971716775e+01,4.127563330696093047e+00,-5.726776724049683631e-01,3.837576223341019332e-01,-1.163449827668335601e+00
2.481874836845691323e+00,1.906874495898882316e+01,1.249548087433499211e+00,9.982009084303694602e-01,-1.324050046705638417e+00,-2.126095828118552244e+00
2.488050188889711745e+00,2.094564920147577070e+01,4.024385439490132832e+00,-6.822902128632439833e-01,1.772235515969648567e+00,9.818621028670906359e-01
7.805229369315043186e-01,2.188253634961575855e+01,6.706825843488765315e+00,-2.809856170568798106e+00,4.600335775267433425e-01,-1.482506482229904554e+00
8.188002957671302040e-01,1.811854097267837105e+01,9.485441066127766163e+00,6.948406994521617586e-01,-9.466292788215352472e-01,-7.916785660053023144e-02
2.438677768557529824e+00,1.907859443512291620e+01,6.772716837715758054e+00,5.024543044216296384e-01,-5.181094798320926564e-01,-1.167720532579072712e+00
2.463399510923759195e+00,2.094804042551162837e+01,9.438146344925989695e+00,-1.378833902612574658e+00,3.777391016676959201e-01,9.985223986691532660e-01
8.721786040053419731e-01,2.196038849294668438e+01,1.210542196785673497e+01,1.493999272979413595e+00,9.810470563002590128e-01,-1.100652378089256755e+00
8.058778081785693548e-01,1.813483299130128756e+01,1.477716079392297921e+01,-9.103284754562831482e-01,3.083849170891382330e-01,-3.792123932899393313e-01
2.509636177624521292e+00,1.906913318744380348e+01,1.217634659694460453e+01,3.262477200788932663e+00,8.683275855943484167e-01,-3.397336196567345423e-01
2.533831423386444737e+00,2.101995494541423071e+01,1.486919621646798184e+01,-6.892209953614155671e-01,-4.417658760110187988e-03,-1.821761327513002238e+00
8.785565376197816967e-01,2.194492564905650056e+01,1.755438731858028589e+01,1.115031433615037704e-01,1.323968175109108580e+00,-1.781025131147561669e-01
8.407377041018876396e-01,1.806817423662833377e+01,2.032399542544958848e+01,1.629521588351683592e+00,-1.635853006942414867e+00,-1.300994313383344148e+00
2.484786726267677714e+00,1.913455713269835101e+01,1.755918439094592642e+01,-1.245587857907803686e+00,-5.007272131698465856e-01,-3.865271200791738360e-01
2.443776336504230429e+00,2.097297561893709883e+01,2.022484635011473131e+01,1.154765940808908598e+00,-7.348787331648072296e-01,-4.829899696410799304e-01
8.289635647919767480e-01,2.189905311473566130e+01,2.293788394579440748e+01,5.335615507938880064e-01,3.586772685853168441e-01,-7.866528524683172874e-01
7.926679754855611160e-01,1.816866715231122953e+01,2.556555626078229793e+01,-4.422266225738600287e-01,-1.701266635879772893e-01,2.881774935709984220e-01
2.522004045427373331e+00,1.900242263441853652e+01,2.289049778660240975e+01,1.206254221379012170e+00,5.796023434962790377e-01,1.673729284761076963e+00
2.505077152183353473e+00,2.096441394227172594e+01,2.557762282661924758e+01,-1.560161085033728856e+00,-7.720853062489709817e-01,2.178606986028368553e+00
9.103486559424275315e-01,2.768187453998801928e+01,1.373632357635807599e+00,-2.266059389381231415e-01,4.676028642039339323e-01,-2.232674228125161309e-01
7.872029698826764621e-01,2.390315447268640980e+01,4.005039824869338183e+00,-8.137011068189174967e-01,1.949192649330004690e+00,1.921649979925581231e-02
2.478282327267398610e+00,2.472825522948079424e+01,1.336855539329707243e+00,2.238467563665579529e+00,-1.819537687514102720e+00,-1.381314750786672318e+00
2.499567432482295182e+00,2.665233154116456760e+01,3.993545897321778337e+00,-3.095468056108338084e-01,1.586214092004430976e+00,8.825372071884218794e-02
8.894328824023248758e-01,2.760951905073691748e+01,6.808172906941121205e+00,1.529184913880462293e+00,-2.178496723382149780e-01,-3.350899400386602722e-01
8.174113767277910725e-01,2.385235608005505625e+01,9.317149208155514728e+00,7.410272006097895492e-01,-1.354256272775390402e-01,-9.550787792988998937e-03
2.465697323952463105e+00,2.471571098829289070e+01,6.678264395368520567e+00,-1.678777236005286388e+00,1.704321129932406143e+00,9.338770325678302786e-01
2.490160469513139851e+00,2.664484872808429117e+01,9.477218235661005963e+00,2.014961049637674417e+00,-1.305142840004655858e+00,4.356540557245661693e-01
8.869853543138809249e-01,2.767853435488968827e+01,1.212219086601424323e+01,1.223162410935523248e+00,-4.493352200100013127e-01,9.912590660939540887e-01
8.688134351934347910e-01,2.383190234368568383e+01,1.479098365128020554e+01,-9.658906817999635130e-01,1.141776560129509788e+00,-5.242410189904826989e-01
2.544464442505043777e+00,2.480997345591818970e+01,1.208943993123336114e+01,-2.316534654410414173e+00,-1.319855550010340384e+00,2.566683704811993927e-01
