x,y,z,vx,vy,vz
7.749141374680518224e-01,4.867980384640310909e+00,1.239730657610184306e+00,-1.035083134296475693e+00,-2.179530715125745921e+00,2.533901219575283026e-01
7.163911286756453611e-01,1.111036501535387577e+00,3.987131611255743113e+00,9.980097114070241027e-01,3.976466195902458312e-01,2.737886439389136117e-01
2.473168748706463749e+00,2.022784400021526263e+00,1.233903253734670802e+00,-8.460556122453166683e-01,-1.077635268905292043e-01,3.511509531508589799e-01
2.463494403639221897e+00,3.959190225107166672e+00,4.018537216004062884e+00,1.511296924311580581e+00,-1.747102804252049113e+00,4.892258845700702685e-01
8.047277893403628202e-01,4.925909479687965664e+00,6.682314819273975637e+00,4.035651657299507145e-01,1.092948173397100403e-01,3.360079514259487476e-01
8.495801945559429136e-01,1.130435070626279570e+00,9.293755723107384625e+00,-1.140907711592828999e+00,2.904310329865974483e-01,1.331305110720339302e+00
2.449894736851988331e+00,2.019054415517740786e+00,6.607712704796973036e+00,-1.475222185847068455e-02,9.247809545024776590e-01,1.930946101307516871e+00
2.444864403806518371e+00,4.014373584559854713e+00,9.330960778758086605e+00,4.237423750259001753e-01,-2.417997351591241628e+00,-2.642696645202692873e-01
8.791395250072847611e-01,4.884823808380983401e+00,1.221213932221073328e+01,-1.490647218535172680e+00,-1.318172920873871945e+00,1.279651317016824219e+00
9.397878619520920740e-01,1.009368490799363860e+00,1.477861145377278618e+01,3.711166171412990655e-01,-1.478268225603298180e+00,-1.123523066207751553e+00
2.549374076342385109e+00,2.000746781087381798e+00,1.218146147946447400e+01,1.082053576198585887e+00,5.562948990134812810e-01,3.360839085713141383e+00
2.543707987946371762e+00,3.928014142641283346e+00,1.484778166667993382e+01,-1.385832488194153944e+00,1.899784313078850095e+00,-1.609038784136396005e+00
8.865468180435176482e-01,4.911056637548584902e+00,1.749220529393075552e+01,-1.708553411882258066e+00,-1.361062951415317634e+00,5.370427481738230258e-01
8.141665802694819654e-01,1.056754116127434751e+00,2.012641871025127926e+01,5.452230521265981622e-01,-1.734080534987034183e-01,-2.840087233451213500e+00
2.531282954835748278e+00,2.061019416146221417e+00,1.747656164849421501e+01,-1.272726530922289490e+00,1.605161843339879546e-01,1.629971941560380611e+00
2.445410704020759329e+00,3.899357216252714586e+00,2.016927459814137436e+01,-1.104054762540238821e+00,-1.662389428205417019e+00,1.033969876873711558e+00
8.224567340202066923e-01,4.885433493758617907e+00,2.286774794990921933e+01,-1.321909998878044445e-01,1.066070259580808477e+00,-4.718914709714506550e+00
7.805449830263749833e-01,1.061789579994119936e+00,2.556243243062750281e+01,-1.137592210167165385e+00,5.792212179515674464e-01,-1.736702374887977518e+00
2.432904691307272493e+00,2.028046296651141223e+00,2.285660187245471064e+01,-2.659294634353929876e+00,-6.297306699327637203e-01,-6.124715961585112112e-01
2.411293752172862792e+00,3.952342033732692439e+00,2.552224111470053813e+01,-8.977194369000111029e-01,-7.061505977549999979e-01,6.202532940409499762e-01
8.090068636083378451e-01,1.054348862418357413e+01,1.352738089658605647e+00,-5.869942599200208555e-01,-2.610899547755662908e+00,6.072215539649067351e-01
7.670138890761055706e-01,6.777121114582272732e+00,3.974428359252090814e+00,-1.006177541946585485e+00,3.116196133464800566e-02,-6.051679406040415543e-01
2.467478275557903000e+00,7.731506574487505112e+00,1.313935863745213650e+00,5.665537316152978731e-01,8.742420924531122406e-01,-6.922796734450262779e-01
2.433782296647666321e+00,9.730053777889255073e+00,3.993987202488154864e+00,-1.998898453908536821e+00,-5.154151109869957725e-01,1.730741992639451388e+00
8.625398406064124224e-01,1.067399564646777854e+01,6.679457542186127306e+00,4.602732376658562052e-01,1.332871160740209115e-01,1.121589480477282796e+00
8.152374392243663115e-01,6.798872066076239840e+00,9.479025688535394067e+00,-1.557157883605678528e+00,2.368035880817423333e+00,-9.810656226942836566e-01
2.473509249579422864e+00,7.789963617750822245e+00,6.851116392747553796e+00,-2.229025595237986435e-01,3.059013700375662892e-01,-6.750056807570472550e-01
2.495155036352014744e+00,9.691079966505490972e+00,9.465108283296096658e+00,-1.544828335273687125e+00,-9.581667597851819540e-01,1.736931289713449511e-01
8.951818812304098705e-01,1.063228042199232704e+01,1.217407166876356328e+01,-6.599874964716003767e-01,-8.699728012568702651e-02,2.624999237651205464e-01
8.671182966088363253e-01,6.843837744791534838e+00,1.477502156124860733e+01,-1.109493131306882541e+00,8.536486133861523884e-01,2.152316258378328129e-01
2.562438204425735666e+00,7.776652452600608001e+00,1.205954544170506360e+01,7.032116811463242634e-01,-8.008684071302403229e-01,-1.136024866075414780e-01
2.489820948569378523e+00,9.680680504216093496e+00,1.476249018363409427e+01,7.940698467001271466e-01,-1.256525352065681167e+00,1.500662385058843862e+00
8.595315710367875672e-01,1.051130447422617564e+01,1.747990298207269788e+01,1.493466903101278165e+00,-9.913821060162242294e-01,-6.049787421629292117e-02
7.908526590199576045e-01,6.778778232803005288e+00,2.017101988674908597e+01,9.693311523904966087e-01,-1.861608058916622177e+00,-7.047827159860059476e-01
2.427240860929698929e+00,7.786133165296365455e+00,1.747202662241021187e+01,3.199508427545253664e+00,2.180748329644293548e+00,-6.081721147454763887e-01
2.554092780536245666e+00,9.588826833806002981e+00,2.016391073032903947e+01,-1.710145398620170010e+00,2.504840876441883357e-01,-1.899899794424264321e-01
8.161632504093137008e-01,1.056151847699528901e+01,2.284123396537763995e+01,-1.209853889079845590e+00,2.709640785028143983e-01,4.859194371227427284e-02
8.236826958183147696e-01,6.787167517781258930e+00,2.558057423284223830e+01,2.128899743619153906e+00,-1.041637218029201950e+00,-8.198832568473561899e-01
2.520864988630653336e+00,7.747017393694727971e+00,2.288333974329880149e+01,-4.620617231093743782e-01,-1.243516695919517218e-01,-6.566975588646509210e-02
2.476408903643608106e+00,9.703937006860950731e+00,2.552158176355766628e+01,-4.336793010900563128e-01,-2.093173121812202941e-03,1.939158628636884485e+00
7.599866540016093630e-01,1.633149427957941313e+01,1.305804018808367273e+00,-6.159627491925450116e-01,-1.220755750250859695e+00,1.534189217262466265e+00
7.579272327757295979e-01,1.251318223304702570e+01,3.973398682234323687e+00,5.579267130114645701e-01,1.393704381315096497e-01,3.915014979928101435e-01
2.418760241772078601e+00,1.346117102728118908e+01,1.298305248227395126e+00,-1.595007901023826280e+00,-2.850781569070330868e-01,-7.755659673333639148e-01
2.461857710341979644e+00,1.532720990416335027e+01,4.012245166195652857e+00,-1.971896757771909314e-01,1.138447730410386827e+00,-3.910452905310282112e-01
8.676042828752380531e-01,1.630695170303479813e+01,6.755792651500220458e+00,-1.310928750399713794e+00,9.462394110058677255e-01,1.106665704794785210e+00
8.351757987527442806e-01,1.252594730489924935e+01,9.394495223190016731e+00,-6.322822289822452313e-02,-2.825894292953277986e+00,-2.111022791479381100e-01
2.496063692837692471e+00,1.338509528992229392e+01,6.669112123526247160e+00,-2.396251404062996193e-02,2.490653177058462120e+00,1.521152534008858581e-01
2.461317649902660776e+00,1.533501253443048995e+01,9.404919252397769824e+00,6.365052968483237983e-01,-1.280829601404152696e+00,-1.799717233857548671e+00
8.901946066249918355e-01,1.639084688546553892e+01,1.214904859915614210e+01,-1.843193576663592737e+00,1.528766899451724504e+00,1.580151415311910335e-02
8.795410972119320769e-01,1.257574988526145532e+01,1.487588576130033502e+01,-1.461701761723193105e-01,-2.952631595165721379e+00,-1.284089372011075314e+00
2.465341192429713058e+00,1.344282934703802290e+01,1.200240491474623106e+01,-1.963333333458172625e+00,4.227675047041685730e-01,-6.025713774585339522e-01
2.477774022007278365e+00,1.541371727452190221e+01,1.472722657323060957e+01,-2.602578407129963356e+00,5.464018414393561063e-01,1.561480332089059342e+00
8.278583682530266108e-01,1.637800888156426282e+01,1.757119730719441364e+01,2.185441094898436187e+00,1.491470932068335697e+00,-1.496721538133553506e-02
7.834588391797765450e-01,1.249919192108179367e+01,2.012842629350118173e+01,-2.565221916602358765e-01,-1.699692742722234584e+00,1.995619256849695544e+00
2.536909810234859730e+00,1.346385913154595038e+01,1.747748421562254606e+01,1.206857787017462519e-01,-9.334071015151111927e-01,1.520438150677907663e+00
2.458000052945414904e+00,1.535023223424093075e+01,2.024881535197518545e+01,7.194341387684995981e-01,1.098113181812883310e+00,8.636700973588258279e-01
8.288611712691731359e-01,1.639950996052755272e+01,2.287531005726542332e+01,-1.134484186376499171e+00,-2.505531072035282469e-01,1.886959549233088840e+00
8.168925762021991277e-01,1.250356712463331554e+01,2.551176825574462725e+01,2.614679550015519105e+00,1.444524922216006591e+00,9.334749223267176932e-01
2.548943050442119773e+00,1.337930500564943515e+01,2.277128749499924609e+01,2.028459848020812917e+00,2.699835465604117246e+00,5.095115409982755583e-01
2.543961712869386549e+00,1.526755157777984273e+01,2.559918974498006605e+01,9.984617996091429415e-01,1.525764966521521382e+00,-6.459650867024161469e-01
9.108158396409060664e-01,2.202234983027564397e+01,1.247919333693174204e+00,-4.401469449084309538e-02,3.144010678046900709e-01,2.120159504035927511e-01
7.619430814042322808e-01,1.824287304626696482e+01,3.950828397804630576e+00,1.164382425809882715e+00,1.112504077740730679e+00,1.740246872557654534e+00
2.437086579609934134e+00,1.924191350863052108e+01,1.321986253256928201e+00,6.289030968507008934e-02,-1.202830086875801507e+00,7.286634175532423763e-01
