x,y,z,vx,vy,vz
6.238498366470273115e-01,6.525736061268465171e+00,1.932253066871109315e+00,2.882497509887729237e-01,5.004092016938797016e-01,3.700747604279934766e+00
1.021388376538071796e+00,1.762693032450662889e+00,4.595732392530295307e+00,-2.746530059919985778e+00,1.508914116632713132e+00,-1.228671810063330039e+00
3.015692328487285412e+00,2.186817223493861206e+00,1.843812269547505656e+00,2.807690398810270160e+00,1.279329966768514515e+00,3.332707606560932234e+00
3.318901139835163772e+00,4.668137946674532301e+00,5.959997717368246128e+00,-3.628009501156810868e-01,-2.032928085449284272e-01,-6.058444433356055536e-02
1.578773739350536776e+00,6.227569536222103075e+00,8.518030009936293112e+00,2.052294013676022821e+00,3.380395708330284688e+00,-3.980413632667136326e-01
7.173682099638677423e-01,1.729577419251683068e+00,1.257765698092766016e+01,-1.240063119538475700e+00,-9.473649883101740166e-01,1.738164511694317405e+00
3.035166870365940017e+00,2.367271474540769916e+00,9.043724532437437347e+00,9.377422129670585083e-01,-4.299454269275613250e+00,3.962200814456163123e+00
2.672248093466321528e+00,5.298760667541367653e+00,1.233246236096680448e+01,-5.951693646152262929e-01,2.472773532395043716e+00,-5.681410972705540630e-01
1.464546849082994262e+00,6.396521713333067183e+00,1.574268661860487306e+01,1.250109519600801411e+00,2.149593376282337431e-01,-3.065450576552755990e+00
8.647567463333803994e-01,1.922193576625001343e+00,2.022460986939246652e+01,-4.063051363000656502e-01,-9.176254256575264168e-02,4.601772655402878165e+00
3.524257899690022899e+00,3.645816249320355418e+00,1.666401103951522700e+01,-7.251809391720971387e-01,-3.037478657372761237e+00,-4.205543914861635812e+00
2.878932605780943010e+00,5.101120159382036334e+00,1.997328685629678091e+01,-1.740120501442048440e+00,1.858690699878673414e+00,-1.413524422070267850e+00
1.679880708264775979e+00,6.672418706413894007e+00,2.372152703167484233e+01,-4.236383518003916215e+00,-1.238348135880190215e+00,9.127933450192493581e-01
1.182328723385232871e+00,1.097157669169703587e+00,2.806417255640722530e+01,1.642804031876868298e-01,-1.882255569012202034e+00,2.629551833099815550e+00
3.421588266840627668e+00,1.520652414740174541e+00,2.375659014042197725e+01,-4.795584868978344795e-02,3.279556133146673602e+00,-5.662721382931616976e-01
3.283403320715282625e+00,4.247066383967784020e+00,2.643626529378784795e+01,-1.873202382254803400e+00,2.354015342364768504e+00,-4.082353723201022078e+00
8.918216723342006214e-01,6.803923047132995450e+00,3.116439643666875270e+01,-2.918304599338878980e+00,-1.851600634333411266e+00,3.695032979916075710e+00
1.306014693665501269e+00,1.372903596363655332e+00,3.399469233068747798e+01,-9.909897304513297644e-01,-2.426345594790490168e+00,2.364980347404064709e+00
4.028735304571529952e+00,2.640102752843690670e+00,3.095809022192082693e+01,-6.875297824335419028e-02,1.201012134555981659e+00,-1.416365547260737934e+00
2.626054211591022813e+00,4.413888821095141246e+00,3.468911898195780452e+01,1.075876410810554962e+00,-2.363144233040363584e+00,-6.480782323132270317e-01
3.084413683005193807e-01,1.454156767136559125e+01,1.195956361072040730e+00,2.070051925688185968e+00,-1.531465575963290915e+00,-2.391540796280084091e+00
4.008941607575454213e+01,9.539559851952581937e+00,5.259689922347168256e+00,-1.133134898434173365e+00,2.470971684077403197e+00,2.838972228400408859e+00
