x,y,z,vx,vy,vz
7.676086793196961189e-01,4.773381967947821103e+00,1.343211446433655087e+00,-1.861145554587911033e-01,1.071087572582641589e-01,4.051888799692497933e-01
8.271777237996050802e-01,9.790011463162965333e-01,4.025708313265040417e+00,5.100536431926426806e-01,-3.338548569974497116e-01,3.154203066615635653e-01
2.461707065556327567e+00,1.900372356631366833e+00,1.317726443364668931e+00,6.775423575153366462e-01,8.105613385397220094e-01,6.233375261916466181e-01
2.449908599793503949e+00,3.838715765853459416e+00,4.046232008213309861e+00,1.051424476392132989e+00,2.236880498984580579e-01,-6.190488704199469394e-01
8.165951811123298709e-01,4.748698550929078444e+00,6.736171752147176228e+00,6.156692467004730718e-01,-5.668358748310710071e-01,-7.202762831338057614e-01
8.032856998127930748e-01,9.564654572992029591e-01,9.461052875742799628e+00,4.920150434231957970e-01,3.765603216486833604e-01,1.058962577468455235e-01
2.478712989506655084e+00,1.899548034527439588e+00,6.703209545109075407e+00,-1.847363426996680158e-01,5.804297624783781584e-02,1.640509604518972375e-01
2.480397450338762244e+00,3.762333930036037444e+00,9.424260219243308256e+00,-6.409265179202451312e-01,-7.993563112723945929e-01,-4.329633583895142190e-01
7.955034016825973664e-01,4.777683535402921677e+00,1.209564947654628320e+01,4.449378705395111155e-01,7.652897297275658151e-01,1.112149673375276496e-02
7.877126083848134952e-01,9.412875111860683486e-01,1.482339762953668227e+01,4.888712829129672754e-01,8.607424112747418254e-01,-3.557536717981004681e-01
2.455095985567229189e+00,1.947459913031643897e+00,1.213183034043176001e+01,-5.020362763040973064e-01,-1.077205503390951558e+00,1.658298069049170542e-01
2.486411848278842207e+00,3.811366754718261252e+00,1.480910638159011761e+01,-2.803900618429950309e-01,4.212491076162624415e-01,4.774193477698184251e-01
8.480969581315471739e-01,4.789520624653706982e+00,1.757521075548705625e+01,-3.023462890986877150e-01,-2.665147817764953464e-01,-8.129510489774047222e-02
7.960605629533629157e-01,9.622790854679571515e-01,2.022421248997576271e+01,9.261877643390280523e-01,-1.484029169310809304e-01,-5.050266615516911806e-01
2.456889673913070560e+00,1.950386107549848980e+00,1.754965670852988779e+01,-5.570650668239069958e-01,9.063322039762996551e-01,-4.427775020365079528e-03
2.422082679783085002e+00,3.814756587265661025e+00,2.026308165765150449e+01,-1.655186494357737959e-01,-6.577142555874226915e-01,3.694770724663076072e-03
8.128931034724177218e-01,4.774633889123760078e+00,2.292395397879192132e+01,-1.920795273280649362e-01,-5.205635791956131353e-02,-2.441577198940620905e-02
8.103923834245585489e-01,9.114094525246260181e-01,2.562879339219302821e+01,6.754404393466483247e-01,-2.740887130256482451e-01,-4.743584444750913454e-01
2.469188779785666199e+00,1.901181906016823797e+00,2.292968976267667003e+01,1.978803677980196241e-01,4.810775953616426293e-01,-6.437836736098714874e-02
2.477250547456496754e+00,3.789588663844752681e+00,2.562643788018638702e+01,-8.852090855314916906e-01,-1.101105532558559752e-01,2.016432163038002490e-01
