order,staggered_order,susceptibility,staggered_susceptibility,specific_heat,cumulant_list,T,order_std,staggered_order_std,susceptibility_std,staggered_susceptibility_std,specific_heat_std,J,B,k_B
0.00021875000000000003,0.9994062500000005,0.0011818750000000002,0.0011568749999666395,0.018509999999315553,0.9135802469135803,50,6.327642728536434e-05,0.00011223928122543123,0.00022450718599301,0.0002154654300873955,0.003447446881386265,-6.903245000000001e-22,0,1.380649e-23
0.0011874999999999998,0.9856875000000003,0.019367500000000003,0.04613500000001368,0.2024944444441902,0.9133440132906135,75,0.0002569350598886808,0.0006309095616647518,0.0012443104265013618,0.005838778045317565,0.01103735321757177,-6.903245000000001e-22,0,1.380649e-23
0.0014375000000000002,0.9536874999999998,0.05219375000000002,0.20161375000003878,0.4636288580245713,0.9298374950455807,90,0.0002766992952647332,0.002069495711520038,0.003097913360231368,0.012371810283353981,0.02053502849459143,-6.903245000000001e-22,0,1.380649e-23
0.0027187500000000007,0.7988437499999999,0.07638062500000002,9.430085625000022,0.6927537499999389,0.8987194710125492,100,0.0007222063633408392,0.07480878032210689,0.003887632579129941,5.631229908083816,0.0445721684742852,-6.903245000000001e-22,0,1.380649e-23
0.004625000000000001,0.541875,0.09234375000000003,26.80273375000001,0.8838798185940704,0.9377508555047926,105,0.0009162167456448284,0.08379002075500992,0.004654608267620382,5.860700173335678,0.04384408112205564,-6.903245000000001e-22,0,1.380649e-23
0.003968749999999999,0.38671875,0.12903187500000005,32.24607687500001,0.972714876033027,0.9388695916298422,110,0.0007881569680273088,0.08658063043433122,0.003742568307868598,4.692766776967442,0.04842086380839817,-6.903245000000001e-22,0,1.380649e-23
0.00290625,0.39153125,0.14399562499999996,27.734658125000003,1.251356312162254,0.9246411578952093,113,0.000657067942643681,0.07914992017229866,0.007671552312460121,4.103580862123372,0.04567224255900555,-6.903245000000001e-22,0,1.380649e-23
0.0045,0.13743750000000002,0.14185749999999994,38.737762499999995,1.0752131379962142,0.9324812760120224,115,0.0008583232200051444,0.0290799611523984,0.006779227278975059,0.6752094840353248,0.0507236508346311,-6.903245000000001e-22,0,1.380649e-23
0.0025,0.16431250000000003,0.1659812499999999,30.409288749999995,1.2234318576388794,0.91626040782983,120,0.0006171380518166093,0.05247657215367635,0.007329350990196869,1.8495517198066376,0.034734128633803554,-6.903245000000001e-22,0,1.380649e-23
0.0044375,0.15675,0.20220874999999988,26.76791375,1.0379499999999955,0.8594153358614183,125,0.001482185885778164,0.029618544919104307,0.0091716717907642,0.7805610405076828,0.03366105206317792,-6.903245000000001e-22,0,1.380649e-23
0.00525,0.082125,0.25276624999999975,18.075948750000002,0.8096138545953322,0.9170363638150278,135,0.001230948567162739,0.014545309059109056,0.010193725137921855,0.404097500899767,0.030074217234144444,-6.903245000000001e-22,0,1.380649e-23
0.0065625000000000015,0.042375,0.3149512499999998,10.80801625,0.4869730555555563,0.9207878696710373,150,0.001730922803015779,0.010359759136920122,0.015076618559461517,0.33180862383448906,0.030986083634755773,-6.903245000000001e-22,0,1.380649e-23
0.0071874999999999994,0.03531250000000001,0.3631199999999998,5.891795,0.26381020408163364,0.9151346885465467,175,0.0018000651029893334,0.007771014854895079,0.015774382882144708,0.16254965694846152,0.013298417870842894,-6.903245000000001e-22,0,1.380649e-23
0.00590625,0.026406250000000003,0.4397593749999998,4.185959375,0.16389328125000086,0.9337875197357798,200,0.0012155004756272208,0.00509312687906457,0.01595921548162887,0.16727125745712887,0.0050601351394398775,-6.903245000000001e-22,0,1.380649e-23
0.009125000000000003,0.015437500000000002,0.4730512499999998,2.6651112499999994,0.09518360000000042,0.9228793638827022,250,0.0019743472022417945,0.003064795058401132,0.025264642208776666,0.13655028383232126,0.004792548802464043,-6.903245000000001e-22,0,1.380649e-23
0.0064375000000000005,0.015437500000000002,0.5298862499999997,2.2032037499999992,0.06478104166666684,0.9229129678448157,300,0.0013758520087567554,0.003599913193397863,0.02066664376930852,0.07672179486422029,0.0034515014513977348,-6.903245000000001e-22,0,1.380649e-23
